id_question	question	domain_type	comparison	assessment	detail	scope	entities
323	Which hotel has a shuttle or car service?	domain	non-comparative	factoid	aspect	indefinite	[]
324	Does the Hotel Levi have a bar?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
325	Why is Hotel Penelope described as having a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
326	Why was Hotel Hannah described as having a great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
327	Why is Hotel Henry described as having good facilities?	domain	non-comparative	why-recommended	aspect	single	['Hotel Henry']
328	Why is Hotel Levi described as good location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
329	How many sleep in a room at Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
330	Is Hotel Emily close to the airport or train station?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
331	Why Hotel Hannah	domain	non-comparative	why-recommended	overall	single	['Hotel Hannah']
332	Is breakfast included at hotel emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
333	Compare the facilities of the hotels	domain	comparative	factoid	aspect	indefinite	[]
334	Is breakfast included at Hotel Amelia?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
335	Why hotel emily	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
336	Is Hotel Amelia close to tourist attractions?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
337	What's the highest rated hotel	domain	comparative	factoid	overall	indefinite	[]
338	Compare the locations of the hotels	domain	comparative	subjective	aspect	indefinite	[]
339	Is Hotel Amelia near cith centre?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
340	When is check in at hotel amelia?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
341	What transport links are nearby to Hotel Penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
342	Does Hotel Hannah have a restauranton the premises?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
343	Does hotel levi offer room service for food?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
344	Do the rooms at Hotel Amelia have a mini bar?	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
345	why is hotel levi rated 4/5	domain	non-comparative	why-recommended	overall	single	['Hotel Levi']
346	Does hotel Emily have a gym?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
347	what are the great facilities at hotel emily	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
348	Does hotel Penelope have a laundry service?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
349	what facilities does hotel amelia have	domain	non-comparative	factoid	aspect	single	['Hotel Amelia']
350	why isnt hotel levi 5/5	domain	non-comparative	why-recommended	overall	indefinite	[]
351	why doesnt hotel penelope say good price	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
352	What are the views like from Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
353	What are the facilities like at Hotel Penelope?	domain	non-comparative	subjective	aspect	single	['Hotel Penelope']
354	What are the facilities like at Hotel Emily?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
355	Is there breakfast at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
356	What is the breakfast at Hotel Emily?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
357	What is the bathroom like at hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
358	What is near hotel hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
359	Are the staff friendly at hotel amelia?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
360	is the construction finished at hotel levi	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
361	what is near hotel levi	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
362	If the view is the greatest part of the experience then how great is Hotel Emily?	domain	non-comparative	why-recommended	overall	single	['Hotel Emily']
363	Why does this hotel have a good room?	domain	non-comparative	why-recommended	aspect	indefinite	[]
364	Why does Hotel Emily have good food?	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
365	Why does Hotel Levi have a very good room	domain	non-comparative	why-recommended	aspect	single	['Hotel Levi']
366	What is the cheapest hotel?	domain	comparative	factoid	aspect	indefinite	[]
367	Why does Hotel Hannah have a great location?	domain	non-comparative	why-recommended	aspect	single	['Hotel Hannah']
368	What hotel has the best food?	domain	comparative	subjective	aspect	indefinite	[]
369	Why does Hotel Aria have a good price	domain	non-comparative	why-recommended	aspect	single	['Hotel Aria']
370	Why does Hotel Penelope have a good room?	domain	non-comparative	why-recommended	aspect	single	['Hotel Penelope']
371	What hotel has the best rating and cheapest price?	domain	comparative	subjective	aspect	indefinite	[]
372	Why does Hotel Emily have great facilities	domain	non-comparative	why-recommended	aspect	single	['Hotel Emily']
373	Which hotel has the best facilities	domain	comparative	subjective	aspect	indefinite	[]
374	Which hotel has the most negative reviews?	domain	comparative	factoid	overall	indefinite	[]
375	Which hotel would is most recommend?	domain	comparative	subjective	overall	indefinite	[]
376	Which hotel has the best rooms?	domain	comparative	subjective	aspect	indefinite	[]
377	Is hotel Lily good?	domain	non-comparative	subjective	overall	single	['Hotel Lily']
378	Is hotel Lily worth the price?	domain	non-comparative	subjective	aspect	single	['Hotel Lily']
379	Is hotel Emily worth the price?	domain	non-comparative	subjective	aspect	single	['Hotel Emily']
380	what facilities does hotel emily have?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
381	why are the facilities better at hotel emily than the other hotels	domain	comparative	why-recommended	aspect	single	['Hotel Emily']
382	which hotel has the best location	domain	comparative	subjective	aspect	indefinite	[]
383	which hotel has the best room	domain	comparative	subjective	aspect	indefinite	[]
384	which hotel room has the best reviews	domain	comparative	subjective	aspect	indefinite	[]
385	Is Hotel Emily still under going construction?	domain	non-comparative	factoid	aspect	single	['Hotel Emily']
386	Is hotel Hannah a 5 star hotel?	domain	non-comparative	factoid	overall	single	['Hotel Hannah']
387	Does hotel hannah have a pool for guests?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
388	why did you put hotel penelope at the top of my listings?	domain	non-comparative	why-recommended	overall	single	['Hotel Penelope']
389	what are the rooms like at hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
390	does hotel hannah have a shower and bath?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
391	how would I get to hotel hannah from the airport?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
392	is breakfast included with a stay at hotel hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
393	1) When was hotel penelope last updated?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
394	What are the best places to eat near Hotel hannah?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
395	Which hotels offer free wi-fi?	domain	non-comparative	factoid	aspect	indefinite	[]
396	Which hotels have a pool?	domain	non-comparative	factoid	aspect	indefinite	[]
397	Does hotel zero have a pull out bed?	domain	non-comparative	factoid	aspect	indefinite	[]
398	does hotel aria have a pull-out bed?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
399	Which hotels have a restaurant?	domain	non-comparative	factoid	aspect	indefinite	[]
400	Are there any discounts available for hotel aria?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
401	What are the rooms like	domain	non-comparative	subjective	aspect	indefinite	[]
402	Is there a bar/restaurant inside hotel aria?	domain	non-comparative	factoid	aspect	single	['Hotel Aria']
403	Which hotels are within 1 mile of the main square?	domain	non-comparative	factoid	aspect	indefinite	[]
404	Which hotels offer airport transfers?	domain	non-comparative	factoid	aspect	indefinite	[]
405	What size of bed is offered in the room price?	domain	non-comparative	factoid	aspect	indefinite	[]
406	Which hotels have in room tea and coffee facilities?	domain	non-comparative	factoid	aspect	indefinite	[]
407	Are there any more expensive rooms available at Hotel Penelope?	domain	non-comparative	factoid	aspect	single	['Hotel Penelope']
408	How far is the nearest restaurant from the Hotel Amelia?	domain	non-comparative	subjective	aspect	single	['Hotel Amelia']
409	How far is the Hotel Hannah from the nearest train station?	domain	non-comparative	subjective	aspect	single	['Hotel Hannah']
410	What are the hotel facilities?	domain	non-comparative	factoid	aspect	indefinite	[]
411	What size beds are in the Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
412	Is this room child friendly?	domain	non-comparative	subjective	aspect	indefinite	[]
413	Is Hotel Henry a good location?	domain	non-comparative	subjective	aspect	single	['Hotel Henry']
414	Which hotel is best for children?	domain	comparative	subjective	aspect	indefinite	[]
415	Which hotel has the best fcailities?	domain	comparative	subjective	aspect	indefinite	[]
416	Which hotel has the best fcailities?	domain	comparative	subjective	aspect	indefinite	[]
417	How regularly are the rooms cleaned at the Hotel Hannah?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
418	How far is the hotel from the airport ?	domain	non-comparative	subjective	aspect	indefinite	[]
419	Is hotel Levi good for its price?	domain	non-comparative	subjective	aspect	single	['Hotel Levi']
420	Is there an early check in available?	domain	non-comparative	factoid	aspect	indefinite	[]
421	What type of food is served in the restaurant?	domain	non-comparative	factoid	aspect	indefinite	[]
422	Is the hotel located near to all the attractions?	domain	non-comparative	subjective	aspect	indefinite	[]
423	Is there a swimming pool?	domain	non-comparative	factoid	aspect	indefinite	[]
424	Which hotels have building work?	domain	non-comparative	factoid	aspect	indefinite	[]
425	Which hotel is best value?	domain	comparative	subjective	aspect	indefinite	[]
426	why is hotel emily more expensive?	domain	comparative	why-recommended	aspect	single	['Hotel Emily']
427	Which hotels are quiet	domain	non-comparative	subjective	aspect	indefinite	[]
428	what facilities does hotel hannah have?	domain	non-comparative	factoid	aspect	single	['Hotel Hannah']
429	Which hotels include breakfast	domain	non-comparative	factoid	aspect	indefinite	[]
430	Which hotels include breakfast	domain	non-comparative	factoid	aspect	indefinite	[]
431	where is hotel levi located?	domain	non-comparative	factoid	aspect	single	['Hotel Levi']
432	which is the best rated hotel?	domain	comparative	subjective	overall	indefinite	[]
433	are any of the hotels located near a beach?	domain	non-comparative	subjective	aspect	indefinite	[]
434	which hotel has the best food?	domain	comparative	subjective	aspect	indefinite	[]
435	do any of the hotels have a pool?	domain	non-comparative	factoid	aspect	indefinite	[]
436	Whats wrong with hotel hannah?	domain	non-comparative	subjective	overall	single	['Hotel Hannah']
437	do any of the hotels have a spa?	domain	non-comparative	factoid	aspect	indefinite	[]
438	Is hotel hannah good?	domain	non-comparative	subjective	overall	single	['Hotel Hannah']
439	which hotel is easily accessable by train?	domain	non-comparative	subjective	aspect	indefinite	[]
440	which is the worst rated hotel?	domain	comparative	factoid	overall	indefinite	[]
441	are the hotels child friendly?	domain	non-comparative	subjective	aspect	indefinite	[]
